,Cif,Name,Site,CN,OS,Period,Group,SDofBV,Angles,Planes
474,157318.cif,Na1+:16.000 O2-:32.000 Ru6+:8.000,Na1,7.0,1.0,3,1,0.02,"[164.217, 151.97, 147.003, 140.076, 135.684, 120.517, 117.633, 110.463, 98.349, 95.198, 95.164, 84.94, 84.664, 83.817, 82.01, 76.997, 75.303, 74.811, 71.832, 65.575, 61.998]","{(-5.02, 3.46, 8.62), (-2.15, -9.49, -4.19), (-4.95, -5.33, -7.32), (0.65, 6.02, 11.17), (-1.55, -6.47, 5.69), (-4.93, -4.79, -6.3), (-6.78, -6.08, -8.93), (5.39, 5.94, -0.6), (1.78, 5.0, -5.53), (3.41, -1.6, 9.0), (1.46, -8.56, 0.73), (-3.7, -8.93, -1.83), (-1.74, 1.62, -6.02), (-7.47, 5.92, -0.41), (-8.6, -2.85, -0.43), (-1.25, -1.06, 11.58), (-13.03, -2.5, 0.41), (-4.78, -4.44, 11.09), (-5.46, 1.37, 7.66), (4.69, -2.27, 9.7), (-7.36, -6.99, 4.04), (-10.59, -4.96, 9.44), (-5.89, 1.82, 5.82), (-3.15, -9.42, 7.96), (4.54, -2.62, -7.69), (-4.46, 3.84, -5.37), (3.38, 7.95, -7.79), (-6.79, -6.61, -9.95), (10.94, -5.85, 0.35), (-2.14, 10.19, 8.05), (-3.03, 2.29, -6.71), (-8.11, 6.31, 1.51), (-5.46, 3.91, 6.78), (-4.79, 12.59, 2.78), (11.58, -6.24, -1.57)}"
475,157318.cif,Na1+:16.000 O2-:32.000 Ru6+:8.000,Na2,7.0,1.0,3,1,0.046,"[167.823, 162.138, 141.98, 131.437, 125.852, 114.797, 111.5, 110.977, 106.792, 102.597, 101.064, 100.591, 87.335, 87.197, 81.744, 77.385, 74.948, 67.908, 62.684, 62.419, 58.849]","{(4.89, 8.59, -5.89), (4.31, -3.41, 6.21), (-0.63, 8.9, 3.7), (-5.09, 2.27, -7.95), (-14.28, -4.3, -4.37), (3.32, 8.46, 12.47), (0.32, 5.14, -11.32), (4.71, 4.44, -7.28), (7.09, -1.27, 5.7), (-14.35, 6.91, 0.42), (-1.78, -4.82, -5.82), (8.8, 8.41, -3.28), (6.79, 6.61, 8.08), (-3.05, 2.12, 6.79), (8.64, 5.33, 10.71), (4.81, -0.42, 6.45), (1.34, 1.42, 10.83), (-4.85, -4.79, -11.35), (7.74, -3.38, -0.41), (4.95, -2.62, -10.68), (-5.46, -7.02, -3.97), (6.6, -4.26, 5.47), (10.04, 2.5, 0.07), (2.1, 7.2, 9.57), (3.05, 11.1, 1.85), (8.63, 4.26, -4.67), (1.46, 8.56, 0.73), (3.63, -1.95, -9.2), (6.33, -1.61, -5.15), (-1.73, 1.45, 5.31), (12.13, -5.85, -0.69), (-5.26, 11.98, -4.81), (-3.0, -6.08, -8.72), (-9.96, 4.44, 0.14), (-6.41, 11.1, 1.07)}"
476,157318.cif,Na1+:16.000 O2-:32.000 Ru6+:8.000,Na3,7.0,1.0,3,1,0.039,"[163.884, 159.968, 159.768, 140.076, 129.531, 115.36, 109.859, 103.533, 100.614, 93.934, 92.229, 86.893, 86.348, 86.101, 83.569, 80.026, 77.684, 77.068, 75.789, 63.32, 57.432]","{(0.23, 5.98, 12.04), (4.62, -3.47, 6.87), (2.61, 8.82, 0.81), (-5.13, 12.22, 1.11), (-7.06, -7.15, -8.84), (3.33, -11.03, -6.42), (-2.4, -6.27, 7.24), (-5.94, -6.45, -8.16), (-8.89, -2.98, -0.29), (-3.53, -9.22, 10.64), (6.11, 5.73, 7.71), (-12.24, -2.87, 0.19), (-0.63, 9.1, -2.08), (-2.95, 2.96, -6.88), (4.55, 4.82, -11.12), (4.78, -0.44, -7.18), (-2.55, -10.78, -2.09), (2.81, -1.27, 9.44), (5.6, -5.03, -5.87), (2.93, 7.66, -8.85), (10.87, -5.84, -0.51), (4.82, -2.33, 10.1), (8.65, 5.32, -9.81), (4.38, -2.55, -8.04), (6.33, -1.61, -5.15), (-0.94, 1.9, -6.22), (11.12, -5.91, 1.75), (4.99, 5.04, 7.02), (1.81, 2.02, -11.9), (-4.98, -6.39, 1.26), (-6.5, -6.76, 5.92), (1.8, 4.7, -5.44), (4.06, -3.85, -7.9), (-7.39, 6.22, 0.55), (-7.64, 6.3, -1.71)}"
477,157319.cif,Na1+:16.000 O2-:32.000 Ru6+:8.000,Na1,7.0,1.0,3,1,0.021,"[165.398, 152.116, 148.915, 140.014, 133.868, 119.026, 116.814, 110.121, 99.091, 95.175, 93.847, 85.756, 84.946, 84.347, 81.767, 79.688, 75.244, 75.06, 71.754, 65.355, 61.014]","{(-7.04, -6.78, -10.09), (-4.39, 2.55, 7.86), (-5.23, 3.44, 8.63), (-2.28, -9.68, -4.16), (-1.52, -6.79, 5.94), (-10.75, -5.02, 9.48), (-4.9, -4.72, -6.47), (-4.67, 2.28, -9.88), (5.4, 5.91, -0.61), (-1.72, 1.59, -5.99), (1.4, -8.68, 0.8), (-10.99, 5.91, -0.45), (-7.54, 5.91, -0.48), (-8.87, -2.98, -0.52), (-1.17, -1.13, 11.68), (-13.06, -2.54, 0.37), (-5.2, -5.32, -7.5), (-3.24, -9.85, 8.21), (-4.62, -4.45, 11.26), (-5.57, 1.36, 7.62), (-11.75, 6.37, 1.4), (-5.93, 1.78, 5.75), (3.45, 7.97, -7.85), (-6.73, -6.18, -9.07), (-3.38, 1.61, -9.07), (-2.2, 10.22, 8.01), (-3.01, 2.26, -6.8), (-8.29, 6.36, 1.37), (-4.62, 4.02, -5.62), (-5.59, 3.85, 6.76), (-7.65, -7.36, 4.15), (-4.91, 12.73, 2.62), (0.72, 5.86, 11.35), (1.73, 4.91, -5.58), (-3.67, -9.1, -1.81)}"
478,157319.cif,Na1+:16.000 O2-:32.000 Ru6+:8.000,Na2,7.0,1.0,3,1,0.046,"[168.962, 161.514, 140.023, 130.436, 127.626, 113.616, 113.31, 111.033, 105.67, 102.797, 102.328, 100.026, 88.493, 87.375, 80.468, 77.414, 74.127, 69.647, 61.608, 61.197, 58.822]","{(-5.04, 2.28, -8.08), (4.68, 8.77, -5.84), (4.42, -3.53, 6.25), (-14.25, -4.34, -4.49), (3.32, 8.57, 12.66), (0.27, 5.14, -11.4), (4.54, 4.45, -7.36), (7.11, -1.31, 5.7), (-14.33, 6.98, 0.44), (-1.74, -4.79, -5.85), (8.83, 8.66, -3.16), (6.92, 6.78, 8.31), (8.75, 5.32, 10.9), (4.91, -0.5, 6.53), (1.32, 1.29, 10.89), (-4.81, -4.72, -11.48), (-9.91, 4.51, 0.16), (7.7, -3.44, -0.4), (4.77, -2.55, -10.77), (6.62, -4.33, 5.41), (-5.38, -7.01, -4.04), (10.05, 2.54, 0.14), (2.08, 7.18, 9.61), (8.68, 4.33, -4.68), (1.4, 8.68, 0.8), (-0.6, 9.03, 3.83), (3.57, -1.93, -9.17), (6.33, -1.65, -5.22), (-2.98, -6.18, -8.89), (-1.75, 1.36, 5.25), (3.03, 11.25, 2.02), (-5.38, 12.06, -4.7), (12.12, -5.91, -0.68), (-2.96, 1.98, 6.85), (-6.47, 11.16, 1.11)}"
479,157319.cif,Na1+:16.000 O2-:32.000 Ru6+:8.000,Na3,7.0,1.0,3,1,0.035,"[164.154, 159.57, 158.812, 139.863, 130.587, 115.76, 110.06, 103.085, 102.111, 92.533, 91.931, 87.295, 85.94, 85.101, 84.468, 81.054, 77.391, 76.862, 76.072, 63.397, 57.819]","{(4.62, -3.44, 6.81), (2.63, 8.84, 0.86), (-8.93, -3.0, -0.29), (-5.1, 12.3, 1.2), (-8.73, -5.3, 9.83), (-7.07, -7.16, -8.86), (3.29, -11.11, -6.56), (11.24, -6.02, 1.64), (-6.0, -6.47, -8.17), (-10.97, 5.93, 0.58), (-3.58, -9.23, 10.6), (6.12, 5.78, 7.71), (-12.36, -2.84, 0.3), (-0.65, 9.19, -2.06), (-2.95, 2.99, -6.82), (4.64, 4.87, -11.22), (5.04, 5.09, 7.02), (-5.09, -6.41, 1.29), (4.78, -0.47, -7.16), (-2.58, -10.82, -2.19), (2.86, -1.32, 9.5), (5.62, -5.03, -5.97), (7.7, -6.31, 1.61), (2.43, 6.32, -7.27), (4.87, -2.39, 10.11), (4.47, -2.61, -8.14), (6.33, -1.65, -5.22), (-0.94, 1.92, -6.21), (0.25, 6.07, 12.09), (-3.01, -7.69, 8.88), (1.84, 2.01, -11.89), (-6.52, -6.74, 5.87), (1.86, 4.78, -5.54), (4.06, -3.85, -7.91), (-7.43, 6.22, 0.61)}"
480,158183.cif,Ca2+:8.000 F1-:8.000 Na1+:16.000 O2-:32.000 P5+:8.000,Ca1,7.0,2.0,4,2,0.043,"[159.505, 150.587, 148.364, 140.318, 139.907, 130.293, 108.748, 101.613, 100.597, 93.101, 91.564, 89.364, 89.272, 79.921, 79.648, 78.182, 74.906, 71.264, 71.174, 69.292, 59.029]","{(-2.2, -9.48, -4.16), (-7.52, 3.98, 7.6), (2.52, -6.1, 7.93), (-5.76, 4.3, 11.38), (-10.27, 2.99, -0.52), (4.26, -9.52, -4.18), (9.64, -6.84, 4.59), (-5.79, -3.72, -1.45), (-5.59, -2.89, -2.25), (-9.23, -5.22, -3.16), (-1.46, -5.1, -6.56), (-7.53, 0.63, 3.17), (4.98, 6.11, -2.33), (5.97, -0.32, 6.58), (1.84, 1.89, 10.89), (0.58, 12.06, -0.69), (10.64, 5.34, 4.07), (6.24, 2.65, 1.72), (-6.6, -3.53, -2.51), (2.31, -8.17, 7.74), (-6.75, 10.73, 2.46), (4.39, -5.52, -4.38), (-0.46, 7.07, -7.08), (-4.8, -3.73, 4.97), (5.58, -3.46, 2.22), (2.63, -5.84, -8.16), (11.65, 5.98, 4.33), (-10.18, -6.41, -3.8), (6.92, 2.6, -7.75), (0.52, 7.06, -0.66), (-6.87, 6.73, 2.66), (9.88, 4.98, 2.63), (-0.67, 5.0, -7.26), (-2.73, -1.08, -7.15), (-7.56, -4.73, -3.15)}"
481,158183.cif,Ca2+:8.000 F1-:8.000 Na1+:16.000 O2-:32.000 P5+:8.000,Ca2,7.0,2.0,4,2,0.083,"[171.972, 153.164, 150.998, 146.222, 134.003, 115.989, 108.264, 103.173, 97.666, 96.056, 94.272, 89.656, 85.153, 80.317, 80.305, 78.071, 74.977, 73.71, 71.573, 62.677, 53.345]","{(3.99, 10.25, -1.77), (0.02, -7.18, 0.09), (8.36, 1.91, -5.77), (10.52, 6.53, 4.56), (-7.98, -5.27, -4.36), (-3.33, 11.07, -6.89), (10.19, 6.19, 4.34), (-0.23, -6.3, 7.02), (-0.99, 13.2, -0.22), (-7.64, 2.74, -6.68), (4.56, 3.92, -10.82), (8.95, -0.35, 0.19), (-4.91, -2.71, -2.68), (-5.47, 3.34, -3.06), (1.06, 6.8, 4.12), (3.29, -7.13, 7.53), (2.73, -1.08, 7.15), (-8.2, -1.67, 2.82), (-5.72, 4.23, 3.86), (-8.46, 5.93, 2.59), (5.12, 5.76, -3.6), (5.72, 3.51, 2.35), (-4.44, -6.39, 7.62), (-10.55, 6.93, -4.3), (-5.48, 7.36, 3.65), (0.35, 3.82, -10.22), (-8.22, 9.06, 2.37), (-5.2, -4.26, -2.83), (7.74, 5.52, 3.04), (10.49, 7.74, 4.49), (-1.92, 2.21, 8.91), (6.04, 3.85, 2.57), (8.79, 6.07, 4.03), (-0.25, 4.44, 6.57), (0.19, 10.24, -6.38)}"
482,158183.cif,Ca2+:8.000 F1-:8.000 Na1+:16.000 O2-:32.000 P5+:8.000,Na2,7.0,1.0,3,1,0.048,"[173.265, 149.848, 144.716, 144.696, 133.757, 117.62, 109.469, 108.216, 104.928, 97.66, 96.673, 86.56, 86.221, 82.548, 77.179, 75.664, 74.633, 69.58, 69.072, 64.951, 52.987]","{(-0.7, 14.76, 0.45), (4.64, 4.68, -7.85), (-11.78, 0.86, 2.01), (2.17, 0.64, 7.77), (-6.26, 2.12, -9.25), (-0.51, -6.33, -6.97), (-12.08, 7.7, -4.87), (0.6, -6.34, 0.26), (0.14, -7.69, -0.01), (6.58, 3.33, 10.29), (-5.58, 7.45, -6.21), (-10.66, -0.56, -11.77), (5.6, 7.02, -0.25), (-0.06, -10.7, -0.15), (-4.8, -3.73, 4.97), (5.4, -3.35, 2.95), (8.69, -0.66, -1.76), (5.47, 3.34, 3.06), (0.16, 11.81, 1.45), (-10.06, 0.9, 1.85), (0.54, -1.43, -14.14), (-1.16, 13.4, 0.18), (0.89, 7.64, 0.78), (-10.36, -7.4, -4.89), (10.42, -0.63, -1.92), (0.03, 10.58, -0.22), (-0.5, 7.45, 1.04), (-5.61, 7.89, 2.12), (-5.66, -8.02, -5.92), (4.6, -6.77, -8.05), (-4.8, 5.24, 4.81), (-0.82, -2.67, -10.95), (-1.46, 5.1, -6.56), (0.81, -0.6, 10.96), (0.23, 13.59, -0.08)}"
483,158183.cif,Ca2+:8.000 F1-:8.000 Na1+:16.000 O2-:32.000 P5+:8.000,Na3,7.0,1.0,3,1,0.049,"[173.265, 151.175, 146.783, 143.283, 133.196, 118.757, 106.792, 106.105, 101.473, 97.805, 94.37, 93.566, 86.468, 86.084, 76.161, 75.635, 74.187, 71.681, 67.889, 65.443, 53.373]","{(8.61, 1.56, -7.09), (-7.07, -0.22, 4.2), (-0.24, -4.6, 7.15), (-0.24, -7.73, 0.29), (-0.34, -7.48, 0.12), (0.74, 10.66, -1.02), (5.35, -0.41, 8.48), (-3.06, -5.96, 9.29), (-0.71, -13.73, 0.52), (-0.8, -13.48, 0.34), (15.8, 0.38, 0.2), (-11.11, 6.88, -5.19), (-5.74, -0.49, -8.99), (4.51, 0.02, 7.94), (0.02, -14.84, 0.77), (8.35, 7.69, -0.34), (0.83, 6.3, -0.47), (-3.16, -7.36, -4.58), (-5.58, 3.46, -2.22), (-8.09, 7.29, -0.22), (-8.32, 1.0, 6.75), (11.53, -2.92, -1.85), (0.02, -10.73, 0.4), (2.29, -5.64, -8.3), (-6.58, -0.06, -9.53), (0.25, -4.44, -6.57), (9.86, 0.34, -9.64), (-0.24, -11.84, 0.66), (2.78, -7.32, 5.26), (11.27, 7.31, 4.53), (6.0, 3.7, 1.52), (0.01, 7.65, -0.9), (-6.17, -6.12, 4.14), (5.12, -5.76, -3.6), (-11.34, -3.52, 2.15)}"
484,158183.cif,Ca2+:8.000 F1-:8.000 Na1+:16.000 O2-:32.000 P5+:8.000,Na4,7.0,1.0,3,1,0.05,"[167.422, 149.508, 144.935, 139.157, 136.702, 124.173, 111.605, 102.803, 102.134, 96.488, 92.855, 91.92, 90.71, 77.708, 77.602, 76.001, 72.77, 71.47, 70.95, 66.403, 53.223]","{(0.24, 4.6, -7.15), (0.41, -3.82, -11.02), (0.02, -7.18, 0.09), (-0.3, 10.4, 7.34), (3.53, 12.33, 8.82), (3.45, -5.38, -8.45), (-11.73, 6.74, -5.49), (8.72, -5.27, 4.89), (-4.06, -0.58, -8.64), (-7.53, 0.63, 3.17), (5.89, -2.9, 3.29), (-8.6, 5.54, -3.74), (4.51, -10.29, -1.53), (-6.21, 3.88, -2.76), (-6.7, 3.72, -2.71), (-2.51, 7.54, -4.46), (-12.22, 6.58, -5.44), (-9.53, 6.08, -4.31), (-7.34, -6.79, 3.36), (5.81, 7.72, -4.11), (5.64, 5.63, -3.96), (0.81, -13.95, 0.17), (5.4, 3.35, 2.95), (-8.43, -2.89, -7.61), (-6.17, 6.12, 4.14), (9.64, 0.49, 0.63), (0.26, -4.9, -6.81), (5.59, -4.06, 3.14), (0.12, 3.24, -10.38), (3.59, -4.3, -12.65), (11.86, 7.26, 5.48), (-7.51, -8.88, 3.51), (-3.57, -6.84, -8.29), (9.11, -1.91, -6.22), (-11.92, 7.74, -5.29)}"
485,15928.cif,F1-:28.000 Fe3+:6.000 Na1+:10.000,Na1,7.0,1.0,3,1,0.049,"[177.856, 175.948, 170.097, 130.083, 126.734, 113.766, 102.785, 101.888, 98.106, 92.975, 90.894, 90.888, 89.771, 88.665, 87.977, 81.217, 77.919, 76.108, 68.229, 59.715, 55.41]","{(-11.6, 6.16, 9.65), (-6.57, -5.99, -7.09), (4.36, -13.09, 3.22), (6.48, 4.92, 5.57), (-8.83, 3.05, -4.63), (5.12, 4.84, -5.38), (-7.47, 4.2, 7.87), (-7.45, 4.2, 7.92), (3.78, -7.26, 8.46), (2.35, -9.04, -2.41), (2.09, 1.72, -6.6), (7.79, -2.61, -5.65), (-2.9, -11.32, 1.81), (-3.78, 7.02, -8.95), (-8.69, -8.07, 0.32), (1.45, 1.15, 12.56), (-3.48, -6.36, 8.11), (3.69, -3.55, -3.94), (-7.26, 0.31, -1.13), (-1.43, -0.93, -10.88), (4.1, -1.96, -1.74), (-6.48, -4.9, -6.55), (-3.78, 7.89, -10.01), (0.78, 9.25, 4.62), (0.58, -4.61, -6.02), (3.78, -8.13, 9.53), (8.9, -3.27, 3.08), (6.57, 6.0, 6.11), (5.67, -4.7, 1.76), (7.38, -4.2, -7.85), (7.4, -4.2, -7.8), (7.84, -5.51, -5.66), (-5.05, -3.99, 5.38), (3.66, -0.65, -3.87), (-2.33, 8.19, 2.54)}"
486,159332.cif,Al3+:14.400 H1+:32.000 Na1+:14.400 O2-:112.000 Si4+:32.000,Na1,7.0,1.0,3,1,0.053,"[175.274, 172.932, 170.03, 125.226, 124.932, 113.116, 111.981, 111.543, 99.869, 98.384, 96.604, 90.682, 85.94, 84.687, 83.01, 79.834, 78.135, 71.319, 61.68, 61.432, 58.701]","{(-3.01, -10.17, 10.23), (0.85, -0.59, 8.64), (-5.39, 4.88, 10.51), (11.95, 3.83, 4.63), (-6.63, 5.87, 4.74), (2.73, 6.91, 8.09), (1.9, -0.23, 8.14), (-10.28, -4.28, 3.29), (-10.12, -4.25, 3.5), (-10.2, -4.02, 3.25), (-10.61, 4.73, -5.82), (-9.75, 4.22, 5.75), (-10.08, 3.64, -5.47), (-0.23, -8.09, 0.43), (2.72, 7.96, 7.53), (4.46, 10.29, 0.73), (0.42, -0.26, 5.56), (-10.05, -3.99, 3.46), (-0.87, -7.31, -8.28), (-0.86, -8.36, -7.72), (-9.82, 3.99, 3.1), (11.2, -4.09, 5.21), (-1.07, 0.99, -11.73), (-9.45, 3.9, 2.68), (4.94, -12.46, -13.23), (1.47, 8.94, 1.76), (-0.64, 0.67, -8.65), (-10.91, -3.51, -5.42), (-9.32, -4.96, 12.13), (-0.82, -8.11, 0.56), (6.19, -14.49, -6.9), (6.53, -13.91, 4.32), (-6.34, 5.56, 1.66), (-3.81, -9.46, 1.6), (11.73, -5.19, 5.56)}"
487,159332.cif,Al3+:14.400 H1+:32.000 Na1+:14.400 O2-:112.000 Si4+:32.000,Na4,7.0,1.0,3,1,0.048,"[173.514, 173.464, 172.748, 133.987, 119.111, 113.653, 111.617, 106.433, 96.477, 94.606, 90.739, 88.871, 88.608, 87.254, 86.864, 85.337, 74.776, 72.848, 67.499, 66.821, 53.166]","{(-10.77, 1.58, 0.78), (-2.63, -7.45, 0.22), (4.05, -13.11, -5.01), (-4.55, -4.91, -5.02), (-5.87, -3.28, -8.54), (-0.58, 8.25, -0.83), (5.43, 0.67, 0.16), (-6.85, -12.04, -4.42), (-9.64, -5.25, -4.84), (-1.96, -5.53, -6.0), (4.13, 3.62, -9.25), (8.17, -0.77, 0.41), (-3.27, -3.9, -9.52), (4.58, 4.01, -10.17), (4.95, -4.39, -8.95), (-11.38, -11.85, -4.27), (-3.8, 4.63, -10.2), (5.03, -4.55, -9.31), (5.11, -4.52, -9.5), (1.1, 9.06, -4.12), (-3.72, 4.48, -9.36), (-3.91, 4.51, -9.9), (-2.91, -3.53, -9.06), (-7.72, -7.78, 0.4), (-7.15, -7.26, 0.37), (5.03, -4.35, -9.13), (7.73, 7.79, -0.45), (7.16, 7.27, -0.42), (-11.3, 4.89, -8.51), (-9.88, 10.3, -3.16), (-3.61, 4.6, -9.66), (0.78, -8.28, 0.12), (-2.3, 9.9, -4.02), (-8.03, 0.14, 1.03), (-8.06, 0.72, 0.26)}"
488,1602.cif,H1+:22.000 Na1+:4.000 O2-:16.000 P3+:2.000,H1,7.0,1.0,1,1,0.015,"[151.787, 151.787, 142.533, 142.533, 128.587, 128.587, 106.912, 106.912, 100.731, 100.731, 87.392, 87.392, 85.486, 85.486, 81.998, 79.525, 66.528, 66.528, 65.827, 65.033, 65.033]","{(-5.37, -1.24, -9.18), (-6.86, -4.79, 3.99), (-6.86, 3.07, 4.42), (10.67, -0.87, 2.51), (0.0, -5.29, -4.59), (-5.37, 1.24, 9.18), (-6.86, 4.79, -3.99), (12.16, 9.13, 8.05), (0.0, -5.56, 14.54), (0.0, -5.65, 14.78), (0.0, -13.76, 7.75), (10.67, 12.67, -5.12), (10.67, 8.98, 4.52), (0.0, 7.98, 6.92), (10.67, -12.67, 5.12), (12.16, 2.73, -7.4), (0.0, -12.05, -0.66), (10.67, -4.56, 12.15), (10.67, 4.56, -12.15), (0.0, -8.98, 5.06), (-6.86, -3.07, -4.42), (12.16, -2.73, 7.4), (-5.37, -2.93, -0.9), (12.16, -9.13, -8.05), (0.0, -1.12, 5.49), (-5.37, 2.93, 0.9), (10.67, 0.87, -2.51), (0.0, 6.29, 15.2), (10.67, -8.98, -4.52)}"
490,160812.cif,Al3+:23.549 Na1+:23.550 O2-:96.000 Si4+:24.451,Na3,7.0,1.0,3,1,0.057,"[159.035, 137.392, 137.248, 127.171, 126.129, 123.127, 121.715, 113.797, 110.286, 105.629, 99.462, 97.262, 96.546, 81.975, 74.799, 74.508, 66.253, 63.692, 62.632, 60.653, 53.765]","{(6.83, -7.61, 7.43), (7.1, 2.02, -5.18), (1.54, -10.52, 4.62), (-6.35, -3.26, 14.75), (11.6, 3.16, 7.23), (-8.96, -9.59, 0.06), (-1.63, -0.39, -7.8), (4.45, -4.69, 2.72), (-5.12, -11.92, 7.99), (-10.9, 6.96, 1.82), (9.42, -5.75, -2.08), (1.07, 6.32, -13.28), (5.33, -3.61, -1.45), (-14.98, 4.15, -12.09), (-2.93, 4.9, -8.27), (-0.68, -12.54, -1.45), (-6.8, 4.82, 1.2), (6.94, -8.5, 0.41), (7.62, 3.61, 4.65), (-10.53, 5.3, -2.09), (2.53, -5.48, -7.55), (-8.27, -4.05, 4.48), (4.81, -6.35, -1.2), (7.16, 2.01, -2.76), (-8.93, 6.97, -0.41), (2.94, 7.11, -5.43), (2.36, 7.81, -5.46), (5.15, 9.13, 0.63), (-8.22, -4.05, 6.9), (-13.47, 0.15, -3.21), (6.93, -1.94, 0.22), (-4.55, -12.61, 8.02), (-2.96, -11.67, -7.8), (-5.22, -2.32, -14.37), (-13.7, -3.8, -0.22)}"
491,160812.cif,Al3+:23.549 Na1+:23.550 O2-:96.000 Si4+:24.451,Na8,7.0,1.0,3,1,0.041,"[158.264, 156.882, 137.189, 135.898, 133.543, 131.094, 124.423, 124.07, 99.491, 96.99, 94.485, 89.817, 83.333, 82.831, 81.396, 76.19, 75.481, 67.269, 62.845, 62.167, 59.263]","{(-2.9, 10.7, 5.64), (-0.95, 14.24, -0.53), (-7.27, 6.4, -8.09), (-3.62, -11.42, -8.3), (-1.41, -6.39, 5.31), (-4.02, -10.36, 0.27), (6.35, 3.3, 6.01), (0.72, -0.15, -8.15), (11.33, 4.78, -8.06), (2.76, 12.09, 8.26), (6.59, -5.43, 0.36), (7.04, -5.49, 0.37), (2.61, 11.1, -8.01), (-3.28, -10.14, 0.28), (-0.88, -7.47, 5.73), (-11.25, -5.05, -0.35), (-11.52, -5.36, -0.36), (4.05, 12.26, 0.28), (1.21, 7.48, 5.86), (4.78, 12.48, 0.29), (-2.07, -6.81, -5.9), (-5.74, -2.96, 5.59), (5.54, -4.83, -0.05), (12.5, 5.62, 0.22), (12.77, 5.93, 0.23), (-11.33, -4.56, -8.23), (7.44, -6.56, -8.19), (3.56, -3.37, 8.26), (-7.63, 5.97, -0.23), (-7.19, 5.91, -0.21), (3.32, -3.34, -8.42), (2.08, 12.18, -8.43), (-6.39, -9.55, -0.21), (-1.01, 0.08, -8.14), (-2.82, 10.5, -5.56)}"
492,161321.cif,Mo5+:19.988 Na1+:2.960 O2-:132.000 P5+:32.000,Na1,7.0,1.0,3,1,0.069,"[163.216, 157.518, 143.456, 140.633, 124.988, 122.67, 118.483, 113.891, 105.593, 95.826, 93.945, 89.244, 87.472, 87.277, 85.86, 72.146, 69.843, 65.6, 62.07, 55.424, 53.23]","{(6.72, -6.36, -1.34), (3.86, 2.8, 14.1), (5.89, -13.28, -5.09), (5.87, 2.12, -5.2), (5.02, 6.24, -1.46), (5.25, 12.11, -4.42), (-3.7, -5.77, -8.03), (2.97, -4.13, 14.22), (-6.91, 0.97, -2.94), (-8.09, -1.3, -2.94), (-6.06, -3.15, -6.69), (3.88, 3.71, -9.51), (6.09, 12.43, 8.03), (-3.89, 7.9, -7.36), (-0.99, -7.27, -8.03), (-5.06, 10.76, -7.36), (2.85, -8.6, 7.36), (3.66, 1.51, -3.11), (11.17, 3.88, -9.51), (8.96, 3.27, -7.42), (-3.83, 3.54, 9.51), (-5.12, -1.2, 12.62), (-0.81, 4.73, 12.45), (4.03, -11.47, 7.36), (2.03, -6.08, -5.09), (0.81, -4.73, 12.45), (-7.14, 3.59, -5.9), (1.84, 7.59, -4.42), (2.83, -5.41, -6.86), (3.39, 13.93, 8.03), (-7.12, 0.4, 8.32), (-11.13, 3.38, 9.51), (3.88, 7.39, -6.07), (7.66, -1.47, -4.3), (6.22, 0.18, 12.76)}"
493,16138.cif,H1+:22.000 Na1+:4.000 O2-:16.000 P3+:2.000,H1,7.0,1.0,1,1,0.016,"[152.141, 152.141, 143.456, 143.456, 127.366, 127.366, 106.218, 106.218, 99.91, 99.91, 87.105, 87.105, 86.503, 86.503, 82.022, 81.176, 66.341, 65.889, 65.889, 63.979, 63.979]","{(6.59, 3.1, 4.29), (11.81, -2.68, 7.26), (5.1, 2.86, 0.94), (11.81, -8.99, -7.85), (5.1, -2.86, -0.94), (10.32, -0.84, 2.43), (0.0, -5.19, -4.56), (0.0, -5.46, 14.29), (0.0, -5.55, 14.52), (0.0, -13.45, 7.59), (10.32, -4.49, 11.97), (10.32, 8.75, 4.51), (10.32, 12.39, -5.03), (0.0, 7.78, 6.82), (5.1, -1.29, -8.99), (10.32, -12.39, 5.03), (10.32, 4.49, -11.97), (6.59, 4.69, -3.89), (11.81, 8.99, 7.85), (0.0, -8.84, 4.98), (11.81, 2.68, -7.26), (0.0, -11.86, -0.6), (0.0, -1.05, 5.37), (6.59, -4.69, 3.89), (5.1, 1.29, 8.99), (10.32, 0.84, -2.43), (0.0, 6.21, 14.87), (6.59, -3.1, -4.29), (10.32, -8.75, -4.51)}"
